BSSID,ESSID,RSSI,POSITION_Y,POSITION_X
0c:d2:b5:31:31:6c,MTNL_31316C_1,-79,169,52
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,169,52
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,52
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,53
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,169,53
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,53
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,54
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,54
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,54
18:0f:76:c6:6c:a2,TUJHE KYA,-77,169,55
18:0f:76:c6:6c:a2,TUJHE KYA,-77,169,55
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,169,57
18:0f:76:c6:6c:a2,TUJHE KYA,-85,169,57
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,58
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,58
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,59
18:0f:76:c6:6c:a2,TUJHE KYA,-77,169,59
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,60
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,60
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,61
0c:d2:b5:31:31:6c,MTNL_31316C_1,-79,169,61
0c:d2:b5:31:31:6c,MTNL_31316C_1,-79,169,61
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,61
0c:d2:b5:31:31:6c,MTNL_31316C_1,-79,169,63
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,63
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,169,63
18:0f:76:c6:6c:a2,TUJHE KYA,-77,169,63
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,64
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,169,65
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,65
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,169,65
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,65
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,66
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,66
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,169,67
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,169,67
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,169,67
18:0f:76:c6:6c:a2,TUJHE KYA,-77,169,67
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,69
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,69
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,169,69
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,169,70
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,169,70
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,169,70
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,70
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,72
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,73
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,169,73
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,73
0c:d2:b5:31:31:6c,MTNL_31316C_1,-79,169,73
18:0f:76:c6:6c:a2,TUJHE KYA,-79,169,73
0c:d2:b5:31:31:6c,MTNL_31316C_1,-79,169,74
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,169,74
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,74
18:0f:76:c6:6c:a2,TUJHE KYA,-77,169,75
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,169,75
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,169,75
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,75
18:0f:76:c6:6c:a2,TUJHE KYA,-79,169,75
0c:d2:b5:31:31:6c,MTNL_31316C_1,-79,169,76
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,169,77
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,77
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,169,77
18:0f:76:c6:6c:a2,TUJHE KYA,-85,169,77
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,169,77
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,78
0c:d2:b5:31:31:6c,MTNL_31316C_1,-79,169,78
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,79
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-65,169,79
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,79
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,79
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,79
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,169,80
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,169,80
0c:d2:b5:31:31:6c,MTNL_31316C_1,-83,169,81
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,81
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,169,81
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,81
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,81
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-53,169,81
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,81
18:0f:76:c6:6c:a2,TUJHE KYA,-77,169,82
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-53,169,83
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,83
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,83
18:0f:76:c6:6c:a2,TUJHE KYA,-77,169,83
18:0f:76:c6:6c:a2,TUJHE KYA,-85,169,84
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,85
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,85
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,85
0c:d2:b5:31:31:6c,MTNL_31316C_1,-79,169,85
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,86
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,87
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,88
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,88
0c:d2:b5:31:31:6c,MTNL_31316C_1,-83,169,89
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,89
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,169,89
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-55,169,89
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,90
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,169,92
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,93
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,169,93
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,93
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,169,93
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,93
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,169,94
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,94
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,94
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,94
18:0f:76:c6:6c:a2,TUJHE KYA,-85,169,95
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,169,96
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,97
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-55,169,97
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,169,99
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,99
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,99
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,169,99
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,99
18:0f:76:c6:6c:a2,TUJHE KYA,-79,169,99
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,169,101
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,101
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,101
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,101
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,101
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,101
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,102
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,169,103
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,103
18:0f:76:c6:6c:a2,TUJHE KYA,-87,169,103
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,169,103
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-69,169,105
18:0f:76:c6:6c:a2,TUJHE KYA,-85,169,106
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,107
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,169,108
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,108
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,108
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,108
18:0f:76:c6:6c:a2,TUJHE KYA,-87,169,108
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,169,109
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,109
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,109
18:0f:76:c6:6c:a2,TUJHE KYA,-85,169,109
18:0f:76:c6:6c:a2,TUJHE KYA,-85,169,110
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,111
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,169,111
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,111
18:0f:76:c6:6c:a2,TUJHE KYA,-79,169,112
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,112
18:0f:76:c6:6c:a2,TUJHE KYA,-79,169,112
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,113
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,169,113
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,169,113
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-65,169,113
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,114
18:0f:76:c6:6c:a2,TUJHE KYA,-79,169,115
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,116
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,117
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,119
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,119
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,119
18:0f:76:c6:6c:a2,TUJHE KYA,-85,169,119
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,120
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,121
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,121
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,121
18:0f:76:c6:6c:a2,TUJHE KYA,-73,169,121
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,121
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,123
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,124
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,124
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,169,124
18:0f:76:c6:6c:a2,TUJHE KYA,-85,169,124
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,169,125
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,125
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,126
0c:d2:b5:31:31:6c,MTNL_31316C_1,-63,169,126
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,126
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,127
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,127
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,127
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,127
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,169,127
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,127
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,128
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,128
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,129
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,129
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,131
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,131
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,131
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,169,132
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,169,132
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,169,132
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,132
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,133
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,133
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,133
18:0f:76:c6:6c:a2,TUJHE KYA,-87,169,133
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,169,134
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,169,134
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,169,134
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,134
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,135
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,136
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,169,136
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,169,136
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,169,136
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,137
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,137
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,169,137
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,137
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,137
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,137
18:0f:76:c6:6c:a2,TUJHE KYA,-85,169,138
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,138
18:0f:76:c6:6c:a2,TUJHE KYA,-87,169,138
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,139
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,169,139
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,139
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,139
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,140
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,169,140
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,140
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,169,141
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,169,141
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,141
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,141
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,145
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,169,145
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,146
18:0f:76:c6:6c:a2,TUJHE KYA,-85,169,147
18:0f:76:c6:6c:a2,TUJHE KYA,-85,169,147
18:0f:76:c6:6c:a2,TUJHE KYA,-85,169,148
0c:d2:b5:31:31:6c,MTNL_31316C_1,-79,169,149
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,149
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,169,149
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,169,149
18:0f:76:c6:6c:a2,TUJHE KYA,-85,169,149
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,150
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,150
0c:d2:b5:31:31:6c,MTNL_31316C_1,-85,169,151
0c:d2:b5:31:31:6c,MTNL_31316C_1,-79,169,151
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,152
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,152
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,169,153
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,169,153
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,153
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,153
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,154
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,169,155
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,155
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,155
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,156
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,169,156
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,156
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,157
0c:d2:b5:31:31:6c,MTNL_31316C_1,-79,169,157
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,157
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,158
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,158
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,169,158
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,158
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,159
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,169,159
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,159
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,159
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,169,159
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,159
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,159
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,160
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,160
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,169,160
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,161
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,169,161
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,162
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,163
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,163
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,164
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,164
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,169,165
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,165
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,165
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,166
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,169,166
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,166
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-55,169,167
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,167
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,168
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,169,168
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-55,169,168
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,169,169
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,169
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,169
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,169,168
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,169,167
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,167
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,169,166
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-55,169,166
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,166
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,166
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-55,169,166
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,165
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-55,169,165
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,164
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,164
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,164
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,163
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,163
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,163
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,162
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,162
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,169,161
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,161
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-57,169,160
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,160
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,160
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,159
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,159
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,159
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,159
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,158
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,157
0c:d2:b5:31:31:6c,MTNL_31316C_1,-79,169,157
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,157
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,157
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,157
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,156
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,155
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,155
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,154
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,153
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,153
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-59,169,153
0c:d2:b5:31:31:6c,MTNL_31316C_1,-79,169,152
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,152
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,151
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,151
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,169,151
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,150
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,169,150
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,150
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,149
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,149
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,149
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,148
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,148
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,169,148
18:0f:76:c6:6c:a2,TUJHE KYA,-79,169,148
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,147
0c:d2:b5:31:31:6c,MTNL_31316C_1,-83,169,147
0c:d2:b5:31:31:6c,MTNL_31316C_1,-79,169,146
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,169,146
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,146
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,146
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,146
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,169,145
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,145
18:0f:76:c6:6c:a2,TUJHE KYA,-85,169,145
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,169,145
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,169,145
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,145
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,144
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,144
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,169,144
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,144
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,143
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,169,143
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,143
0c:d2:b5:31:31:6c,MTNL_31316C_1,-75,169,142
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,142
18:0f:76:c6:6c:a2,TUJHE KYA,-85,169,142
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,169,141
18:0f:76:c6:6c:a2,TUJHE KYA,-79,169,141
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,140
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,140
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,140
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,169,139
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,139
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,139
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,138
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,169,138
0c:d2:b5:31:31:6c,MTNL_31316C_1,-67,169,138
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,169,137
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,169,136
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,136
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,136
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,136
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,169,135
0c:d2:b5:31:31:6c,MTNL_31316C_1,-77,169,135
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,135
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,134
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-61,169,134
0c:d2:b5:31:31:6c,MTNL_31316C_1,-69,169,134
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,134
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,169,134
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,133
0c:d2:b5:31:31:6c,MTNL_31316C_1,-73,169,133
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,133
0c:d2:b5:31:31:6c,MTNL_31316C_1,-65,169,132
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,169,132
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,132
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,132
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,131
18:0f:76:c6:6c:a2,TUJHE KYA,-81,169,131
18:0f:76:c6:6c:a2,TUJHE KYA,-83,169,130
0c:d2:b5:31:31:6c,MTNL_31316C_1,-71,169,129
0c:d2:b5:2e:77:d0,MTNL_2E77D0_1,-63,169,129
